"unique_key","created_date","closed_date","complaint_type","descriptor","borough","incident_zip","status","latitude","longitude"
"70027629","2026-08-11T17:24:50.000","2026-08-11T20:37:05.000","Illegal Parking","Double Parked Blocking Traffic","MANHATTAN","10035","Closed","40.795633766410916","-73.93240828404274"
"70028697","2026-08-11T17:24:34.000","2026-08-11T17:24:34.000","Elevator","Elevator - Single Device On Property/No Alternate Service","BROOKLYN","11221","Open","40.687090030335135","-73.9429209137744"
"70030192","2026-08-11T17:24:34.000","2026-08-11T17:24:34.000","Elevator","Elevator - Multiple Devices On Property","QUEENS","11101","Open","40.74364166035955","-73.95887755839249"
"70029444","2026-08-11T17:24:27.000","2026-08-11T18:05:00.000","Water Maintenance","Fire Hydrant Running Full","BRONX","10458","Closed","40.871812695154716","-73.88627313819413"
"70037479","2026-08-11T17:24:12.000",,"PLUMBING","WATER SUPPLY","MANHATTAN","10023","Open","40.77753695651654","-73.98208755852235"
"70031870","2026-08-11T17:24:11.000",,"Illegal Parking","Blocked Hydrant","QUEENS","11377","In Progress","40.734513767123026","-73.91948393535735"
"70030145","2026-08-11T17:23:58.000",,"DOOR/WINDOW","DOOR","QUEENS","11103","Open","40.767076370721966","-73.91793555303344"
"70028662","2026-08-11T17:23:58.000",,"DOOR/WINDOW","DOOR","QUEENS","11103","Open","40.767076370721966","-73.91793555303344"
"70036059","2026-08-11T17:23:58.000",,"HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","10037","Open","40.80934376031774","-73.93741917854139"
"70035559","2026-08-11T17:23:22.000","2026-08-11T19:37:28.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11223","Closed","40.60680733635004","-73.98521978155325"
"70030236","2026-08-11T17:23:20.000",,"Damaged Tree","Entire Tree Has Fallen Down","BROOKLYN","11215","In Progress","40.66417372968163","-73.98815916818432"
"70032202","2026-08-11T17:23:00.000","2026-08-11T17:24:00.000","Traffic Signal Condition","Post","BROOKLYN","11235","Closed","40.5859350021097","-73.95188929371534"
"70027770","2026-08-11T17:22:50.000",,"Residential Disposal Complaint","Trash or Recycling Not Secure","QUEENS","11377","In Progress","40.754797545997356","-73.90515167463717"
"70028418","2026-08-11T17:22:48.000",,"Food Poisoning","1 or 2","MANHATTAN","10022","In Progress","40.75911286883225","-73.97467828646558"
"70037772","2026-08-11T17:22:44.000","2026-08-11T18:55:47.000","Non-Emergency Police Matter","Other (complaint details)","BRONX","10454","Closed","40.811752858792126","-73.91480622021884"
"70036340","2026-08-11T17:22:22.000","2026-08-11T19:53:12.000","Illegal Parking","License Plate Obscured","QUEENS","11378","Closed","40.71446633678319","-73.90213930805909"
"70028992","2026-08-11T17:22:13.000","2026-08-11T17:48:11.000","Panhandling","N/A","MANHATTAN","10019","Closed","40.771049272545966","-73.98909689515973"
"70028821","2026-08-11T17:22:13.000","2026-08-11T20:25:19.000","Noise - Residential","Banging/Pounding","QUEENS","11691","Closed","40.595177894310694","-73.75487226606263"
"70029154","2026-08-11T17:22:13.000",,"Dirty Condition","Trash","QUEENS","11375","In Progress","40.71118376607609","-73.85538580067248"
"70029497","2026-08-11T17:22:12.000",,"Noise","Alarm","BRONX","10456","In Progress","40.83456597686148","-73.89992088887526"
"70035725","2026-08-11T17:22:12.000","2026-08-11T18:12:22.000","Illegal Parking","Blocked Sidewalk","BROOKLYN","11205","Closed","40.690303228634036","-73.96029513058312"
"70028757","2026-08-11T17:22:11.000",,"Overgrown Tree/Branches","Hitting Building","QUEENS","11356","In Progress","40.78656955404363","-73.84777948887049"
"70028934","2026-08-11T17:22:11.000","2026-08-11T20:43:43.000","Abandoned Vehicle","With License Plate","QUEENS","11103","Closed","40.76642788548168","-73.9096296251063"
"70038131","2026-08-11T17:22:08.000","2026-08-11T17:35:13.000","Vendor Enforcement","Food Vendor","BROOKLYN","11208","Closed","40.67900713990954","-73.86468519821614"
"70037187","2026-08-11T17:22:07.000","2026-08-11T18:07:52.000","Blocked Driveway","No Access","BROOKLYN","11233","Closed","40.67238798459072","-73.9146417688318"
"70036706","2026-08-11T17:22:00.000","2026-08-11T17:55:00.000","Traffic Signal Condition","Controller","BRONX","10473","Closed","40.81901533166319","-73.84802682143047"
"70031717","2026-08-11T17:21:59.000",,"Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","BRONX","10466","In Progress","40.89376729129612","-73.84589552087728"
"70036539","2026-08-11T17:21:33.000","2026-08-11T17:39:08.000","Noise - Residential","Loud Music/Party","MANHATTAN","10033","Closed","40.85015737013329","-73.93205286761592"
"70036822","2026-08-11T17:21:33.000","2026-08-11T17:21:33.000","Building/Use","Illegal Conversion Of Residential Building/Space","BRONX","10469","Open","40.87193822846207","-73.84145530879417"
"70036842","2026-08-11T17:21:30.000","2026-08-11T17:35:07.000","Mosquitoes","Large Number of Mosquitoes","QUEENS","11691","Closed","40.60984786735637","-73.76895466060259"
"70031676","2026-08-11T17:21:12.000","2026-08-11T17:21:12.000","Elevator","Elevator - Single Device On Property/No Alternate Service","BROOKLYN","11226","Open","40.64221529454029","-73.9544431117716"
"70037565","2026-08-11T17:21:06.000",,"GENERAL","BELL/BUZZER/INTERCOM","BROOKLYN","11225","Open","40.66840834276866","-73.96080201412896"
"70031608","2026-08-11T17:20:54.000",,"ELECTRIC","OUTLET/SWITCH","QUEENS","11373","Open","40.746494271535454","-73.8837406409114"
"70029928","2026-08-11T17:20:54.000",,"WATER LEAK","SLOW LEAK","QUEENS","11373","Open","40.746494271535454","-73.8837406409114"
"70031463","2026-08-11T17:20:54.000",,"UNSANITARY CONDITION","MOLD","QUEENS","11373","Open","40.746494271535454","-73.8837406409114"
"70037587","2026-08-11T17:20:54.000",,"ELECTRIC","WIRING","QUEENS","11373","Open","40.746494271535454","-73.8837406409114"
"70037311","2026-08-11T17:20:50.000",,"Consumer Complaint","Barber Shop, Beauty Salon, or Nail Salon","BRONX","10456","In Progress","40.83731361203355","-73.91013685817846"
"70037362","2026-08-11T17:20:26.000",,"Indoor Air Quality","Ventilation","BROOKLYN","11205","In Progress","40.68945496757804","-73.96879109358333"
"70031671","2026-08-11T17:20:08.000",,"Broken Parking Meter","Coin or Card Did Not Register","QUEENS","11378","In Progress","40.72329760711592","-73.90053894555979"
"70036443","2026-08-11T17:20:06.000","2026-08-11T23:12:18.000","Encampment","N/A","QUEENS","11102","Closed","40.77345251368797","-73.9220471978315"
"70027758","2026-08-11T17:20:05.000","2026-08-11T17:35:13.000","Vendor Enforcement","Food Vendor","QUEENS","11355","Closed","40.75692176720908","-73.82888271803266"
"70026893","2026-08-11T17:20:00.000","2026-08-11T18:42:27.000","Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11201","Closed","40.70299352709158","-73.9947090973228"
"70033345","2026-08-11T17:19:58.000","2026-08-11T21:01:06.000","Illegal Parking","Blocked Hydrant","QUEENS","11385","Closed","40.69989102920529","-73.88109543502202"
"70026510","2026-08-11T17:19:33.000",,"Water Maintenance","Fire Hydrant Running Full","BRONX","10466","In Progress","40.88950570703755","-73.85951880181373"
"70028012","2026-08-11T17:19:27.000","2026-08-11T17:19:00.000","Water Maintenance","Fire Hydrant Running Full","MANHATTAN","10034","Closed","40.86803592471715","-73.92686795518682"
"70034667","2026-08-11T17:19:16.000",,"Rodent","Rat Sighting","BROOKLYN","11205","In Progress","40.69350527326538","-73.9653850384073"
"70036935","2026-08-11T17:19:02.000",,"Sewer Maintenance","Catch Basin Sunken","BROOKLYN","11234","In Progress","40.61827707335083","-73.940436718718"
"70036696","2026-08-11T17:19:00.000",,"Traffic Signal Condition","APS","STATEN ISLAND","10306","Open","40.56391672279229","-74.11636271457985"
"70036568","2026-08-11T17:18:34.000",,"Obstruction","Weeds or Grass","QUEENS","11377","In Progress","40.754797545997356","-73.90515167463717"
"70036620","2026-08-11T17:18:25.000",,"Dirty Condition","Trash","MANHATTAN","10027","In Progress","40.80676757331946","-73.95106141044518"
"70034127","2026-08-11T17:18:20.000",,"Street Condition","Failed Street Repair","QUEENS","11355","In Progress","40.75361541643003","-73.83335960087283"
"70033814","2026-08-11T17:18:03.000","2026-08-11T17:18:03.000","Building/Use","Illegal Conversion Of Residential Building/Space","BRONX","10469","Open","40.87193822846207","-73.84145530879417"
"70027342","2026-08-11T17:17:59.000",,"Unsanitary Pigeon Condition","Pigeon Waste","QUEENS","11367","In Progress","40.730914602587404","-73.82303216564549"
"70027285","2026-08-11T17:17:54.000",,"APPLIANCE","ELECTRIC/GAS RANGE","QUEENS","11354","Open","40.762009028190235","-73.82067536403085"
"70027112","2026-08-11T17:17:53.000",,"UNSANITARY CONDITION","PESTS","BRONX","10461","Open","40.842630392813845","-73.84765843841011"
"70030041","2026-08-11T17:17:53.000",,"PLUMBING","BATHTUB/SHOWER","BRONX","10461","Open","40.842630392813845","-73.84765843841011"
"70028461","2026-08-11T17:17:53.000",,"UNSANITARY CONDITION","PESTS","BRONX","10461","Open","40.842630392813845","-73.84765843841011"
"70028502","2026-08-11T17:17:53.000",,"UNSANITARY CONDITION","MOLD","BRONX","10461","Open","40.842630392813845","-73.84765843841011"
"70030271","2026-08-11T17:17:50.000",,"Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11415","In Progress","40.70619841618267","-73.82875684103945"
"70035368","2026-08-11T17:17:39.000",,"Water Maintenance","Fire Hydrant Running Full","BRONX","10454","In Progress","40.8120471654219","-73.91565117439748"
"70033263","2026-08-11T17:17:25.000",,"Overgrown Tree/Branches","Blocking Street","QUEENS","11412","In Progress","40.695217114614145","-73.75861914629229"
"70034123","2026-08-11T17:17:13.000",,"Street Condition","Blocked - Construction","BROOKLYN","11217","In Progress","40.680327614561634","-73.97613593566717"
"70033265","2026-08-11T17:17:05.000",,"Dead/Dying Tree","Planted More Than 2 Years Ago","QUEENS","11429","In Progress","40.71259210630983","-73.73515665371464"
"70026459","2026-08-11T17:16:57.000",,"Illegal Dumping","Chronic Dumping","BROOKLYN","11219","In Progress","40.62831098168343","-74.0014806596033"
"70030912","2026-08-11T17:16:52.000","2026-08-11T17:17:00.000","Water Maintenance","Fire Hydrant Running Full","MANHATTAN","10034","Closed","40.86701519865037","-73.92310894630785"
"70030937","2026-08-11T17:16:51.000",,"Sewer Maintenance","Catch Basin Sunken","QUEENS","11373","In Progress","40.73549748344107","-73.86970159179167"
"70028854","2026-08-11T17:16:51.000","2026-08-11T20:37:12.000","Illegal Parking","Blocked Hydrant","QUEENS","11385","Closed","40.71218175167288","-73.90764350988681"
"70029730","2026-08-11T17:16:49.000","2026-08-11T18:32:32.000","Illegal Parking","Blocked Sidewalk","BROOKLYN","11231","Closed","40.68364302931577","-74.00030286766025"
"70029666","2026-08-11T17:16:44.000","2026-08-11T19:45:43.000","Noise - Residential","Loud Talking","BROOKLYN","11213","Closed","40.665997050865876","-73.92921259175424"
"70028148","2026-08-11T17:16:21.000","2026-08-11T19:38:57.000","Abandoned Vehicle","With License Plate","BROOKLYN","11229","Closed","40.60910564789353","-73.95640693724005"
"70029157","2026-08-11T17:16:19.000",,"Dirty Condition","Trash","BRONX","10472","In Progress","40.82628968059606","-73.88150912203774"
"70035383","2026-08-11T17:16:06.000",,"Water Maintenance","Fire Hydrant Running","BRONX","10469","In Progress","40.877742253002204","-73.84888701582831"
"70029577","2026-08-11T17:15:11.000","2026-08-11T17:55:18.000","Noise - Residential","Loud Television","BRONX","10463","Closed","40.88291395502602","-73.91732967196334"
"70035347","2026-08-11T17:15:06.000",,"Air Quality","Vehicle Idling Odor","BROOKLYN","11229","In Progress",,
"70027929","2026-08-11T17:15:02.000","2026-08-11T17:15:02.000","Building/Use","Illegal Conversion Of Residential Building/Space","QUEENS","11433","Open","40.68974297588547","-73.78582391449962"
"70030011","2026-08-11T17:14:58.000",,"UNSANITARY CONDITION","GARBAGE/RECYCLING STORAGE","BRONX","10457","Open","40.85009897385511","-73.90071441609523"
"70032983","2026-08-11T17:14:58.000",,"UNSANITARY CONDITION","GARBAGE/RECYCLING STORAGE","BRONX","10457","Open","40.85009897385511","-73.90071441609523"
"70028661","2026-08-11T17:14:57.000",,"DOOR/WINDOW","DOOR","MANHATTAN","10027","Open","40.80530947252126","-73.949548988104"
"70033274","2026-08-11T17:14:50.000",,"Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","STATEN ISLAND","10312","In Progress","40.53748181991804","-74.18336318724468"
"70034584","2026-08-11T17:14:46.000",,"ELECTRIC","POWER OUTAGE","QUEENS","11354","Open","40.762009028190235","-73.82067536403085"
"70027089","2026-08-11T17:14:40.000",,"UNSANITARY CONDITION","PESTS","QUEENS","11354","Open","40.762009028190235","-73.82067536403085"
"70031386","2026-08-11T17:14:39.000",,"WATER LEAK","HEAVY FLOW","BROOKLYN","11203","Open","40.64457689918528","-73.944434699387"
"70034485","2026-08-11T17:14:39.000",,"PLUMBING","BASIN/SINK","BROOKLYN","11203","Open","40.64457689918528","-73.944434699387"
"70034470","2026-08-11T17:14:39.000",,"PLUMBING","WATER SUPPLY","BROOKLYN","11203","Open","40.64457689918528","-73.944434699387"
"70037863","2026-08-11T17:14:27.000","2026-08-11T17:47:51.000","Illegal Parking","Blocked Sidewalk","QUEENS","11101","Closed","40.74311637505655","-73.95606663802941"
"70028827","2026-08-11T17:14:24.000","2026-08-11T19:45:49.000","Abandoned Vehicle","With License Plate","QUEENS","11421","Closed","40.69587690988083","-73.8626963814814"
"70029748","2026-08-11T17:14:21.000","2026-08-11T19:26:04.000","Panhandling","N/A","BROOKLYN","11201","Closed","40.68905257973444","-73.99048052984989"
"70030553","2026-08-11T17:14:13.000",,"Encampment","N/A","MANHATTAN","10003","In Progress","40.736836061247594","-73.98962571830423"
"70030475","2026-08-11T17:14:13.000","2026-08-11T20:43:41.000","Encampment","N/A","MANHATTAN","10003","Closed","40.736836061247594","-73.98962571830423"
"70033413","2026-08-11T17:13:54.000","2026-08-11T19:07:29.000","Illegal Parking","Blocked Hydrant","QUEENS","11436","Closed","40.67613224484085","-73.79676605817613"
"70027993","2026-08-11T17:13:54.000",,"Water Maintenance","Fire Hydrant Running Full","BRONX","10458","In Progress","40.86089459891341","-73.89530445170683"
"70027593","2026-08-11T17:13:38.000","2026-08-11T22:04:23.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10001","Closed","40.74512512957406","-73.98876911948274"
"70026806","2026-08-11T17:13:27.000",,"Street Condition","Cave-in","MANHATTAN","10024","In Progress","40.78329276555405","-73.98273598352404"
"70031896","2026-08-11T17:13:22.000","2026-08-11T17:56:33.000","Illegal Parking","Blocked Hydrant","QUEENS","11357","Closed","40.79579229270853","-73.82488583480158"
"70036931","2026-08-11T17:13:11.000",,"Sewer Maintenance","Flooding on Street","BROOKLYN","11230","In Progress","40.635786160280844","-73.95952410258593"
"70031988","2026-08-11T17:12:55.000","2026-08-11T17:44:45.000","Illegal Parking","Blocked Bike Lane","MANHATTAN","10065","Closed","40.76535597088273","-73.96975188490879"
"70033618","2026-08-11T17:12:37.000",,"Illegal Dumping","Removal Request","QUEENS","11420","In Progress","40.663931065593516","-73.8159684162053"
"70027760","2026-08-11T17:12:31.000","2026-08-11T17:35:13.000","Vendor Enforcement","Food Vendor","BRONX","10463","Closed","40.878163110876486","-73.9215700525966"
"70031554","2026-08-11T17:12:23.000",,"HEAT/HOT WATER","ENTIRE BUILDING","BROOKLYN","11226","Open","40.64221529454029","-73.9544431117716"
"70035429","2026-08-11T17:12:17.000",,"Highway Condition","Pothole - Highway","QUEENS",,"In Progress",,
"70029823","2026-08-11T17:12:09.000",,"Lost Property","Bag/Wallet","MANHATTAN","10024","In Progress","40.78277034439117","-73.97740637857073"
"70031240","2026-08-11T17:12:03.000","2026-08-11T18:24:52.000","Illegal Parking","Blocked Sidewalk","BROOKLYN","11201","Closed","40.69544706314867","-73.98322753703334"
"70026305","2026-08-11T17:12:00.000",,"Traffic Signal Condition","Veh Signal Lamp","BROOKLYN","11249","Open","40.719228428965984","-73.96289693860493"
"70026312","2026-08-11T17:12:00.000","2026-08-11T18:45:00.000","Traffic Signal Condition","Vehicle Signal","MANHATTAN","10013","Closed","40.725793851729485","-74.01102558319987"
"70029241","2026-08-11T17:12:00.000","2026-08-11T18:25:00.000","Traffic Signal Condition","Veh Signal Head","MANHATTAN","10004","Assigned","40.70211148855414","-74.01584364556996"
"70034422","2026-08-11T17:11:39.000",,"UNSANITARY CONDITION","PESTS","QUEENS","11354","Open","40.762009028190235","-73.82067536403085"
"70038038","2026-08-11T17:11:37.000",,"Litter Basket Complaint","Overflowing","BROOKLYN","11222","In Progress","40.722458852477075","-73.95477788769527"
"70030092","2026-08-11T17:11:35.000",,"GENERAL","JANITOR/SUPER","QUEENS","11368","Open","40.73720014616665","-73.85883315943371"
"70029019","2026-08-11T17:11:25.000","2026-08-11T17:48:11.000","Noise - Residential","Banging/Pounding","MANHATTAN","10033","Closed","40.84960285940338","-73.93673790928068"
"70033850","2026-08-11T17:11:00.000","2026-08-11T23:27:00.000","Derelict Vehicles","Derelict Vehicles","QUEENS","11104","Closed","40.7455121168858","-73.92370029418004"
"70036702","2026-08-11T17:11:00.000","2026-08-11T17:35:00.000","Traffic Signal Condition","Controller","BROOKLYN","11215","Closed","40.673975048259635","-73.98569878753527"
"70033272","2026-08-11T17:10:58.000",,"Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11426","In Progress","40.73414876333839","-73.72660586119346"
"70037312","2026-08-11T17:10:43.000",,"Public Toilet","Damaged Other","BRONX","10472","In Progress","40.83168173427291","-73.85843395136072"
"70030624","2026-08-11T17:10:28.000",,"Illegal Dumping","Removal Request","QUEENS","11377","In Progress","40.73660757777625","-73.92285529183319"
"70029696","2026-08-11T17:10:24.000",,"Sidewalk Condition","Dumpster - Construction Waste","MANHATTAN","10027","In Progress","40.811670525661896","-73.94684201340073"
"70029831","2026-08-11T17:10:19.000",,"Curb Condition","Broken Curb","QUEENS","11420","In Progress","40.68038077807499","-73.80608388641218"
"70026749","2026-08-11T17:10:18.000","2026-08-11T17:56:35.000","Blocked Driveway","No Access","BROOKLYN","11219","Closed","40.63746479934861","-74.0037183706095"
"70033676","2026-08-11T17:10:16.000",,"Street Condition","Pothole","MANHATTAN","10033","Open",,
"70030721","2026-08-11T17:10:00.000","2026-08-11T18:45:00.000","Traffic Signal Condition","Controller","MANHATTAN","10013","Closed","40.725793851729485","-74.01102558319987"
"70036516","2026-08-11T17:09:58.000","2026-08-11T21:09:39.000","Illegal Parking","Double Parked Blocking Traffic","MANHATTAN","10025","Closed","40.791172690989136","-73.96873979998455"
"70032019","2026-08-11T17:09:51.000","2026-08-11T20:32:40.000","Noise - Residential","Loud Music/Party","BRONX","10455","Closed","40.81471566410877","-73.91651483311922"
"70032469","2026-08-11T17:09:32.000","2026-08-11T20:45:27.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10472","Closed","40.829030246155156","-73.86759968856889"
"70030332","2026-08-11T17:09:27.000","2026-08-11T18:56:02.000","Noise - Vehicle","Car/Truck Music","QUEENS","11423","Closed","40.71641040546219","-73.76035689238333"
"70029561","2026-08-11T17:09:25.000","2026-08-11T22:31:59.000","Abandoned Vehicle","With License Plate","BRONX","10461","Closed","40.85601696524222","-73.85452503810369"
"70030921","2026-08-11T17:09:23.000","2026-08-11T18:18:00.000","Water Maintenance","Fire Hydrant Running","BROOKLYN","11236","Closed","40.62874023334115","-73.90072309524902"
"70027200","2026-08-11T17:09:20.000",,"PAINT/PLASTER","CEILING","BRONX","10468","Open","40.87514598606357","-73.88752940510024"
"70033108","2026-08-11T17:09:20.000",,"FLOORING/STAIRS","FLOOR","BRONX","10468","Open","40.87514598606357","-73.88752940510024"
"70032907","2026-08-11T17:09:20.000",,"WATER LEAK","HEAVY FLOW","BRONX","10468","Open","40.87514598606357","-73.88752940510024"
"70036048","2026-08-11T17:09:20.000",,"PAINT/PLASTER","CEILING","BRONX","10468","Open","40.87514598606357","-73.88752940510024"
"70037241","2026-08-11T17:09:16.000","2026-08-11T17:35:58.000","Illegal Parking","Parking Permit Improper Use","BROOKLYN","11222","Closed","40.732427753688945","-73.95463761858473"
"70035301","2026-08-11T17:09:01.000","2026-08-11T17:09:01.000","Building/Use","Illegal Conversion Of Residential Building/Space","BRONX","10456","Open","40.83803183878792","-73.90900472592023"
"70035191","2026-08-11T17:09:00.000","2026-08-11T20:40:00.000","Traffic Signal Condition","Ped Multiple Lamps","BROOKLYN","11219","Closed","40.62636189091083","-74.0083000975799"
"70035774","2026-08-11T17:08:58.000","2026-08-11T17:45:10.000","Panhandling","N/A","MANHATTAN",,"Closed","40.802021348938","-73.94968151153502"
"70037908","2026-08-11T17:08:39.000","2026-08-11T22:17:08.000","Illegal Parking","Blocked Bike Lane","QUEENS","11106","Closed","40.75753747954417","-73.92896370862897"
"70033004","2026-08-11T17:08:35.000",,"PLUMBING","WATER SUPPLY","BRONX","10456","Open","40.83765908840839","-73.91325520114484"
"70029256","2026-08-11T17:08:33.000","2026-08-11T17:08:33.000","General Construction/Plumbing","Egress - Doors Locked/Blocked/Improper/No Secondary Means","MANHATTAN","10035","Open","40.800729487678204","-73.9400928668498"
"70036834","2026-08-11T17:08:32.000","2026-08-11T17:08:32.000","General Construction/Plumbing","Building Permit - None","BROOKLYN","11223","Open","40.59283039916583","-73.9692143229059"
"70033589","2026-08-11T17:08:17.000",,"Missed Collection","Compost","STATEN ISLAND","10312","In Progress","40.55136569622254","-74.16486933966567"
"70033919","2026-08-11T17:08:17.000","2026-08-11T17:08:00.000","Water Maintenance","Fire Hydrant Running","MANHATTAN","10016","Closed","40.74513836661415","-73.98456475397388"
"70037828","2026-08-11T17:08:13.000","2026-08-11T19:53:13.000","Bike/Roller/Skate","N/A","QUEENS","11414","Closed","40.658218771750285","-73.84351665892954"
"70027731","2026-08-11T17:07:57.000",,"Illegal Dumping","Removal Request","QUEENS","11420","In Progress","40.663931065593516","-73.8159684162053"
"70033568","2026-08-11T17:07:40.000",,"Dirty Condition","Trash","QUEENS","11385","In Progress","40.70862523726853","-73.91204166672075"
"70032660","2026-08-11T17:07:28.000",,"Street Condition","Cave-in","MANHATTAN","10012","In Progress","40.72715025343509","-74.0028791212223"
"70032732","2026-08-11T17:07:25.000","2026-08-11T18:49:21.000","Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11201","Closed","40.702913918747974","-73.99449270706157"
"70028162","2026-08-11T17:07:08.000","2026-08-11T17:25:13.000","Noise - Residential","Banging/Pounding","BROOKLYN","11214","Closed","40.60810108364675","-73.99938414563323"
"70026822","2026-08-11T17:06:45.000",,"Street Condition","Failed Street Repair","STATEN ISLAND","10312","In Progress","40.54907525856707","-74.18548922018972"
"70037957","2026-08-11T17:06:41.000","2026-08-11T17:32:44.000","Noise - Vehicle","Engine Idling","STATEN ISLAND","10312","Closed","40.54301985123008","-74.19722344297"
"70037307","2026-08-11T17:06:31.000",,"Consumer Complaint","Garage or Parking Lot","MANHATTAN","10069","In Progress","40.77811416881098","-73.98849275436359"
"70036625","2026-08-11T17:06:30.000",,"Dirty Condition","Trash","BRONX","10474","In Progress","40.81318354251718","-73.89560709957733"
"70030436","2026-08-11T17:06:17.000","2026-08-11T22:40:25.000","Noise - Street/Sidewalk","Loud Talking","QUEENS","11106","Closed","40.76004835512586","-73.92805138524696"
"70031461","2026-08-11T17:06:12.000",,"UNSANITARY CONDITION","MOLD","BRONX","10460","Open","40.83192412618967","-73.88933699883728"
"70027111","2026-08-11T17:06:12.000",,"UNSANITARY CONDITION","PESTS","BRONX","10460","Open","40.83192412618967","-73.88933699883728"
"70031407","2026-08-11T17:06:12.000",,"UNSANITARY CONDITION","PESTS","BRONX","10460","Open","40.83192412618967","-73.88933699883728"
"70034352","2026-08-11T17:06:12.000",,"DOOR/WINDOW","WINDOW FRAME","BRONX","10460","Open","40.83192412618967","-73.88933699883728"
"70036122","2026-08-11T17:06:12.000",,"DOOR/WINDOW","DOOR","BRONX","10460","Open","40.83192412618967","-73.88933699883728"
"70037407","2026-08-11T17:06:12.000",,"WATER LEAK","HEAVY FLOW","BRONX","10460","Open","40.83192412618967","-73.88933699883728"
"70029691","2026-08-11T17:06:06.000",,"Street Condition","Failed Street Repair","MANHATTAN","10013","In Progress","40.71685166683053","-74.00815985703929"
"70034891","2026-08-11T17:06:04.000","2026-08-11T22:17:09.000","Illegal Parking","Blocked Bike Lane","QUEENS","11106","Closed","40.76152904304947","-73.92572869413621"
"70029475","2026-08-11T17:05:54.000",,"Sewer Maintenance","Flooding on Street","BROOKLYN","11203","In Progress","40.65403615445643","-73.93062001873918"
"70036934","2026-08-11T17:05:53.000",,"Sewer Maintenance","Catch Basin Sunken","QUEENS","11433","In Progress","40.703293368133046","-73.79609176547133"
"70030409","2026-08-11T17:05:52.000","2026-08-11T17:53:04.000","Blocked Driveway","Partial Access","QUEENS","11355","Closed","40.75373676168313","-73.8263174201173"
"70029751","2026-08-11T17:05:50.000","2026-08-11T19:00:24.000","Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11201","Closed","40.70319903480597","-73.98958406676019"
"70035990","2026-08-11T17:05:44.000",,"PLUMBING","WATER SUPPLY","BRONX","10462","Open","40.839430193875586","-73.85854033952474"
"70030010","2026-08-11T17:05:37.000",,"UNSANITARY CONDITION","GARBAGE/RECYCLING STORAGE","BROOKLYN","11234","Open","40.627936482135546","-73.93145772649653"
"70035318","2026-08-11T17:05:32.000","2026-08-11T17:05:32.000","General Construction/Plumbing","Building Permit - None","BROOKLYN","11228","Open","40.61808651809685","-74.00540303943139"
"70037866","2026-08-11T17:05:32.000","2026-08-11T18:55:28.000","Abandoned Vehicle","With License Plate","QUEENS","11357","Closed","40.78763154665235","-73.82266835113934"
"70037297","2026-08-11T17:05:15.000","2026-08-11T17:05:15.000","General Construction/Plumbing","Debris - Excessive","QUEENS","11105","Open","40.78221945815774","-73.91465624052934"
"70036305","2026-08-11T17:05:11.000","2026-08-11T18:14:09.000","Noise - Residential","Loud Music/Party","MANHATTAN","10011","Closed","40.744941695173566","-73.99560798717059"
"70037856","2026-08-11T17:04:56.000","2026-08-11T21:10:45.000","Noise - Street/Sidewalk","Loud Music/Party","QUEENS","11104","Closed","40.747245554347195","-73.91789862804245"
"70030611","2026-08-11T17:04:20.000",,"Missed Collection","Trash","QUEENS","11423","In Progress","40.72315539674071","-73.77448571522011"
"70036445","2026-08-11T17:04:08.000","2026-08-11T18:08:27.000","Illegal Parking","Blocked Bike Lane","QUEENS","11106","Closed","40.75753747954417","-73.92896370862897"
"70032789","2026-08-11T17:03:39.000",,"Taxi Complaint","Driver Complaint - Passenger","Unspecified",,"In Progress",,
"70029844","2026-08-11T17:03:32.000",,"Consumer Complaint","Restaurant","QUEENS","11413","In Progress","40.678261990764135","-73.74684073994182"
"70029673","2026-08-11T17:03:27.000",,"Construction Lead Dust","Common Areas and Apartment","QUEENS","11101","In Progress","40.74846584910902","-73.94928165590004"
"70032132","2026-08-11T17:03:11.000","2026-08-11T17:35:13.000","Vendor Enforcement","Food Vendor","MANHATTAN","10005","Closed","40.707725034843904","-74.01163215563263"
"70038021","2026-08-11T17:03:10.000",,"Maintenance or Facility","Structure - Outdoors","MANHATTAN","10025","In Progress","40.800245180318555","-73.97335875005403"
"70036896","2026-08-11T17:02:59.000",,"Water Maintenance","Fire Hydrant Running Full","MANHATTAN","10031","In Progress","40.821667450043606","-73.95481163398917"
"70035118","2026-08-11T17:02:53.000",,"Dirty Condition","Trash","STATEN ISLAND","10310","In Progress","40.63645993595861","-74.1233925995878"
"70031706","2026-08-11T17:02:52.000",,"Rodent","Rat Sighting","BROOKLYN","11205","In Progress","40.69340128606172","-73.96644528442854"
"70031460","2026-08-11T17:02:34.000",,"UNSANITARY CONDITION","MOLD","BROOKLYN","11221","Open","40.696434370831696","-73.93474473490231"
